"","Koppen","Estacion","Lluvia","VelRafaga","Vel9am","Vel3pm","Hum9am","Hum3pm","Pres9am","Pre3pm","Temp9am","Nub9am","Nub3pm","Evaporacion","Sol","Temp3pm","LluviaHoy","target"
"1728","Subtropical","Otoño",0.2,39,13,19,62,45,1020.5,1018,24.6,5,3,6,7.5,27.3,0,9.3
"1729","Temperate","Otoño",0,56,19,39,51,54,1014.6,1014.5,17.1,1,3,5.4,8.1,20.2,0,8.4
"1730","Temperate","Otoño",0.2,31,17,17,62,51,1024.1,1022.5,13.6,8,6,1.6,7,16.7,0,9.4
"1731","Subtropical","Verano",0.2,35,19,20,74,66,1009.7,1010,21.4,6,7,6.4,9.2,22.6,0,5.1
"1732","Subtropical","Primavera",0,46,13,31,60,64,1024,1019.4,20.4,7,2,6.6,8.8,21,0,5.7
"1733","Temperate","Otoño",0.8,22,6,11,100,73,1025.7,1023.7,14.4,8,2,3.2,6.3,19.3,0,8.8
"1734","Temperate","Otoño",0,44,24,9,44,24,1016.4,1012.6,17.9,2,7,8.8,9.6,26.2,0,13.4
"1735","Subtropical","Invierno",0,20,13,11,94,51,1030.2,1027,7.7,2,6,1.4,9,17,0,13.2
"1736","Grassland","Verano",61.6,41,28,15,81,72,998.9,995.5,24.7,8,7,3,1.1,27.7,1,6.3
"1737","Temperate","Invierno",0,54,30,33,70,55,1018.2,1016.1,11.7,1,6,2.8,8.6,17.6,0,10.4
"1738","Tropical","Invierno",0,39,17,20,17,12,1020.1,1016.4,20.4,1,1,7.6,10.8,25.4,0,16.5
"1739","Tropical","Otoño",0,39,9,17,78,35,1010.8,1007.4,28.1,3,2,7.4,10.8,33.5,0,10.2
"1740","Temperate","Otoño",0.2,39,20,26,76,69,1022.9,1021.7,15.2,2,1,1.4,6,17.3,0,8.2
"1741","Subtropical","Primavera",0,30,9,13,48,47,1025.8,1021.5,19.8,1,2,7.2,11.3,23,0,12.2
"1742","Temperate","Primavera",0,37,11,22,42,20,1021.1,1018.7,23.4,1,3,6.4,10.3,31.6,0,18
"1743","Subtropical","Primavera",0.2,31,11,13,58,51,1020.4,1017.8,22.7,4,2,8.4,10.2,25.1,0,7.9
"1744","Temperate","Invierno",0,44,28,28,78,60,1026.4,1025.2,10,7,7,2.4,0.7,13,0,5.1
"1745","Tropical","Otoño",6.2,46,17,30,82,70,1007.5,1003.8,28.5,7,7,3.2,3.2,30.9,1,7.3
"1746","Temperate","Verano",0,48,26,26,67,44,1014,1009.7,17.4,6,2,5.2,11.9,25,0,16.8
"1747","Subtropical","Otoño",0,37,7,19,53,31,1023.8,1019.6,16.8,1,5,6.2,10.3,23.7,0,17.7
"1748","Subtropical","Verano",0,39,9,15,58,54,1014.8,1011.5,27.7,3,1,10.8,10.6,29,0,9.2
"1749","Subtropical","Otoño",0,26,17,19,65,51,1022,1017.7,17.2,1,1,4.4,9.5,22.6,0,12.3
"1750","Temperate","Invierno",3.4,50,17,24,69,69,1017.6,1016.1,8.6,1,3,2.2,7.9,12.7,1,7.6
"1751","Grassland","Otoño",0,30,13,19,61,34,1026.9,1022.9,9.1,6,2,4,9.6,17.2,0,14.3
"1752","Tropical","Primavera",0.2,46,17,22,71,58,1011.2,1007.3,29,4,4,6.8,7.1,32.3,0,9.3
"1753","Subtropical","Otoño",0,41,19,13,56,56,1019.7,1017.4,18.4,1,1,3,10.3,20.2,0,5.2
"1754","Subtropical","Verano",0,30,6,6,73,79,1012.2,1010.4,28.4,7,8,7.4,3.3,27.7,0,6
"1755","Temperate","Invierno",1.6,13,6,6,80,51,1032.7,1030.8,4.3,3,6,2.8,6.1,10.4,1,13.2
"1756","Tropical","Invierno",0,37,17,24,70,50,1015.9,1011.3,21.6,7,2,6,7,26,0,8.1
"1757","Subtropical","Verano",0,48,11,20,51,45,1012.9,1010.6,24.2,0,0,11.4,13,29.4,0,12.1
"1758","Desert","Verano",0,41,2,20,28,5,1008.2,1006.3,26,0,0,15,13.4,38.3,0,19.7
"1759","Desert","Invierno",0,28,9,15,62,39,1035.6,1033.8,7.5,6,1,1.8,9.7,14.8,0,12.9
"1760","Tropical","Invierno",0,28,9,17,75,59,1010.5,1006.8,26.9,5,6,6.6,10.6,30,0,11
"1761","Subtropical","Invierno",0,37,17,24,38,23,1023.4,1021.1,12.8,5,5,2.6,8.7,21.4,0,15.4
"1762","Temperate","Primavera",0,48,13,24,49,8,1017.8,1013.6,17.2,3,7,6,7.8,30.1,0,25.6
"1763","Subtropical","Primavera",3.2,41,13,20,86,66,1020.1,1017.7,18.3,6,5,1.6,7.9,22,1,9
"1764","Subtropical","Primavera",0,72,33,20,35,17,1018.3,1015.4,21.4,4,7,9.6,11.3,27.7,0,14.8
"1765","Subtropical","Otoño",0.2,30,0,13,78,58,1012,1011.6,24,7,7,9,2.1,25.6,0,5.3
"1766","Grassland","Primavera",0,50,13,26,6,4,1008.7,1004.8,33.4,7,7,11.6,7.7,38.3,0,23.9
"1767","Tropical","Otoño",0,35,13,26,62,61,1016.9,1013.4,27.1,5,6,8,10.2,28.6,0,10.1
"1768","Temperate","Invierno",1.2,41,15,19,88,71,1017.2,1016.8,7.5,7,7,1.8,2.7,10.7,1,4.5
"1769","Temperate","Primavera",0,44,9,28,54,30,1016.4,1011.7,16.4,1,1,3.6,10.3,22.4,0,18.2
"1770","Subtropical","Primavera",0,30,13,13,60,55,1020.4,1015.9,13.9,4,7,1.8,4.4,18.9,0,10.2
"1771","Temperate","Primavera",0,35,7,15,32,31,1009.2,1006.3,17.3,8,8,4,2.6,24.5,0,15.1
"1772","Desert","Invierno",0,50,20,30,47,22,1019.4,1013.9,10.2,7,0,3.8,6,18.9,0,13
"1773","Subtropical","Otoño",20.4,39,24,20,83,84,1032.2,1030,14.8,7,6,2.6,1,16.4,1,3.4
"1774","Grassland","Primavera",0,30,11,13,24,12,1012.8,1007.7,26.4,0,1,7.2,12.9,31.5,0,20.3
"1775","Tropical","Invierno",0,50,15,28,81,17,1016.8,1012.4,24.3,1,1,6,10.4,31.9,0,13
"1776","Subtropical","Verano",9.8,52,20,15,82,93,1008.5,1007.2,22.4,4,8,2.4,6.4,21.1,1,5
"1777","Subtropical","Otoño",15,17,4,9,88,69,1017.1,1013.2,22.1,7,7,1.2,3.6,25.9,1,8.1
"1778","Temperate","Otoño",1.6,24,11,13,100,61,1017.1,1016,16.3,8,7,2.6,4.3,21.5,1,6.5
"1779","Subtropical","Invierno",0,46,17,24,65,59,1026.9,1025.8,11.9,3,7,3.6,6.3,16,0,7.2
"1780","Temperate","Primavera",0,54,13,24,63,32,1027.5,1023.3,14.2,1,2,10.2,11.9,27.2,0,20.8
"1781","Subtropical","Otoño",0,37,26,19,64,34,1019.4,1015.8,21.6,3,5,7.8,11.1,28.9,0,13.2
"1782","Temperate","Verano",0,37,17,19,45,27,1019.2,1017.4,15.2,4,1,7.4,13.6,20.5,0,16.3
"1783","Grassland","Verano",0,26,11,9,90,63,1014.1,1011.8,21.7,7,7,2.4,7.6,26.7,0,8.3
"1784","Subtropical","Otoño",0.4,35,19,15,83,87,1023.5,1023.1,17.9,5,7,2.2,0,17,0,1
"1785","Grassland","Otoño",9.2,35,17,19,96,95,1009.5,1007.2,10.4,8,8,3,0,11.6,1,1.8
"1786","Temperate","Primavera",0,33,9,19,68,39,1027.9,1024.2,13.4,1,7,6.6,12.2,21.7,0,16.8
"1787","Temperate","Verano",0,69,7,30,54,48,997.2,996.8,23.8,7,7,4,5.6,24.1,0,11.6
"1788","Temperate","Primavera",7.6,61,30,39,62,44,1021.8,1022.2,11.5,7,6,5,9.5,14,1,8.1
"1789","Subtropical","Otoño",0.2,35,20,28,70,48,1021.7,1020,23.1,6,3,6,9.1,25.8,0,6.3
"1790","Temperate","Otoño",3.4,39,11,15,85,71,1019.7,1018.7,17.6,8,7,2.2,1.2,20.2,1,4.2
"1791","Temperate","Verano",0,37,19,7,58,24,1016.3,1013.1,19.8,3,2,8,12.6,28.6,0,14.4
"1792","Temperate","Invierno",0,35,24,15,81,62,1026,1025.9,11.8,6,7,1.6,2.1,15.6,0,8.6
"1793","Temperate","Invierno",2.2,56,22,28,78,77,1012.2,1016.6,6.4,5,5,2.6,6.2,9.2,1,7.9
"1794","Subtropical","Primavera",0.4,44,4,33,67,59,1022.5,1019,17.8,6,1,4.2,8.3,19.6,0,6.1
"1795","Grassland","Otoño",0,31,2,15,39,16,1021.7,1016.2,12.4,0,1,7,10.7,21.6,0,20.2
"1796","Tropical","Otoño",1.6,50,20,37,77,65,1012.8,1009.8,27.2,4,5,6.8,8.9,29.9,1,6.7
"1797","Temperate","Verano",4,41,7,13,84,23,1006.2,999.4,21.8,4,3,5,12,32.2,1,16.8
"1798","Temperate","Otoño",0.8,46,6,28,93,57,1026.1,1024.6,15.8,7,8,3.4,3,21.7,0,11.9
"1799","Subtropical","Primavera",1,46,24,19,80,92,1014.5,1012.2,21.2,7,6,6,3.4,20.6,0,4.3
"1800","Subtropical","Verano",0,57,13,37,68,48,1011.1,1009.5,28.8,5,5,8,9,32.7,0,11.6
"1801","Temperate","Invierno",11.4,56,26,26,87,62,1011.8,1009.7,14.6,7,4,2.4,6.6,16.6,1,4.9
"1802","Temperate","Invierno",0.8,54,22,35,74,52,1015.8,1013,12.2,7,7,1.2,4.7,15.9,0,7.4
"1803","Subtropical","Invierno",22.2,20,11,13,81,63,1023.9,1021.1,13.1,4,2,0.6,7.6,17.4,1,8.3
"1804","Subtropical","Otoño",0,37,2,11,77,40,1020.5,1018.6,11,1,3,1,9.4,16.7,0,12.8
"1805","Temperate","Invierno",10.2,17,2,9,97,94,1019.5,1018.4,14.6,7,8,0.2,0,14.3,1,3.8
"1806","Temperate","Primavera",0,31,6,22,69,43,1015.1,1012.2,20.9,2,3,6.2,11.8,27,0,15.6
"1807","Temperate","Otoño",0,28,13,9,65,28,1017.3,1015.4,14,6,5,4.8,6.5,23.2,0,15
"1808","Temperate","Invierno",0.4,28,11,15,96,71,1024.8,1023.9,9.1,7,6,0.4,3.2,12.4,0,5.7
"1809","Temperate","Otoño",0,31,15,20,84,64,1019.9,1017,10.1,7,6,1,1.1,13.5,0,6.8
"1810","Subtropical","Primavera",0,69,9,43,61,7,1012.2,1006.1,27.2,1,1,8.8,12.4,42.3,0,21.9
"1811","Temperate","Otoño",0,37,19,15,53,38,1024.7,1020.7,15,6,5,3.2,9.8,21,0,10.5
"1812","Temperate","Invierno",5.2,37,20,22,75,65,1020.2,1022.4,8.6,3,7,2.6,4.8,13,1,6.8
"1813","Grassland","Verano",8.6,41,15,17,95,84,1007.4,1006.3,21.8,8,8,7,0,23.7,1,3.6
"1814","Temperate","Verano",0,67,9,26,49,30,1012.9,1007.6,27.2,1,6,8,12.3,34.5,0,23.7
"1815","Subtropical","Verano",0,52,15,30,68,57,1008.9,1001.3,24.6,8,1,8.6,8.9,29,0,7.5
"1816","Subtropical","Otoño",0,35,4,13,70,72,1022.5,1019.9,23.3,7,7,8.4,1.2,22.3,0,6.9
"1817","Subtropical","Invierno",0,30,11,11,56,39,1018.3,1015,12.7,1,5,2.2,8.7,22.3,0,17.7
"1818","Temperate","Invierno",3.4,31,11,17,79,43,1023.7,1018.8,7.7,0,0,2.8,10.2,15.3,1,14.8
"1819","Temperate","Invierno",4.4,72,17,19,91,71,1015.2,1021.6,10.5,5,5,2.8,4.2,11.4,1,6
"1820","Temperate","Otoño",0,46,11,24,75,29,1023.8,1020.2,5.9,1,3,1.2,10.1,17.2,0,15.1
"1821","Subtropical","Otoño",0.8,33,13,19,54,61,1025.3,1023.1,20.3,1,3,4.6,9.7,21.2,0,5.9
"1822","Subtropical","Otoño",1,43,15,26,86,63,1013.7,1011,17.9,8,6,2,3.9,22.4,0,8.1
"1823","Temperate","Otoño",4.2,31,20,17,66,42,1021,1017.6,18.2,7,2,3.4,6.8,24.6,1,13.7
"1824","Subtropical","Otoño",0,41,22,20,36,16,1013,1009.7,24.5,6,5,6,6.1,31,0,13.2
"1825","Temperate","Invierno",0,20,9,6,79,46,1025.9,1023.2,7.1,3,6,2.4,8.8,13.5,0,12.1
"1826","Temperate","Otoño",0.6,28,17,19,72,54,1025.6,1024.6,11.4,2,4,4,4.1,14.5,0,9.9
"1827","Temperate","Invierno",0,39,0,22,73,68,1028.6,1025.7,9.5,6,7,1.2,5.1,11.8,0,11.3
"1828","Desert","Primavera",0,33,17,15,48,14,1026,1022.5,14.3,2,0,7.2,11.8,24.3,0,18.1
"1829","Subtropical","Invierno",17.8,28,6,15,95,60,1018.1,1019.3,13.5,6,4,2.4,6.8,18.3,1,9.5
"1830","Tropical","Primavera",0,37,20,31,53,55,1020.4,1016.7,25,4,3,9.6,9.7,26,0,8
"1831","Subtropical","Invierno",1,48,17,24,82,56,1016.5,1017.2,14.1,5,6,2.4,5.1,15.7,0,6.7
"1832","Subtropical","Primavera",0,24,11,11,62,35,1022.5,1018.5,16.2,7,1,2.8,6.8,22.6,0,11.7
"1833","Subtropical","Otoño",0,19,15,11,54,33,1024.1,1020.6,13.5,2,5,2.6,9.3,21.3,0,16.4
"1834","Desert","Verano",0,48,26,30,64,31,1014.1,1012.7,18.5,1,0,15.6,12.5,26.5,0,12.5
"1835","Temperate","Otoño",1.8,24,9,11,99,73,1031.6,1031.3,13.3,7,4,1,4.1,15.1,1,5
"1836","Temperate","Otoño",0,52,30,24,60,14,1024.1,1019.6,16.7,1,2,5.4,10.4,30.2,0,21.9
"1837","Subtropical","Otoño",0,26,11,20,69,61,1026.9,1025.3,21.4,1,1,4,9.3,23.1,0,8
"1838","Tropical","Verano",0,33,19,24,69,58,1009.6,1006.9,31.2,3,1,6.4,12.2,33.3,0,7.2
"1839","Subtropical","Verano",0,72,22,41,43,91,1013,1013.5,34.3,2,8,15.6,7.3,25.2,0,13.4
"1840","Temperate","Otoño",0,81,31,31,66,42,1020.7,1016.3,15.2,7,7,3.2,5,20.7,0,16.8
"1841","Tropical","Invierno",0,30,9,15,58,41,1016.8,1012.7,20.1,5,3,4.8,7.3,24.7,0,13.8
"1842","Temperate","Verano",4.2,30,7,15,92,57,1019.1,1018.9,14.5,7,4,5,6.1,18.8,1,7.8
"1843","Tropical","Otoño",2.8,37,24,20,75,59,1013.9,1010.9,26.3,7,6,5.4,5.1,29.6,1,7.4
"1844","Tropical","Primavera",0,48,17,33,53,50,1023.1,1018.5,22.8,1,1,8.4,10.8,25.4,0,14.1
"1845","Temperate","Otoño",1.2,52,11,24,84,62,1004.5,1003.3,17.8,2,8,0.3,5.8,17.9,1,5.3
"1846","Subtropical","Invierno",0,30,15,19,61,39,1020,1013.8,11.9,0,0,2.2,9.9,20.5,0,16.1
"1847","Temperate","Otoño",0,57,24,19,35,92,1008.5,1010.9,19.3,2,7,4,3.2,14.8,0,15
"1848","Temperate","Verano",0,59,15,20,58,62,1008.5,1006.1,24.5,6,7,10.4,8.4,23.5,0,15.3
"1849","Temperate","Otoño",6.2,57,33,35,57,59,1015.5,1019.9,13.8,7,7,4,2.7,13.5,1,3.7
"1850","Temperate","Otoño",4.4,22,9,11,90,66,1019.8,1018.4,8.2,4,6,0.6,4.4,12.5,1,10.1
"1851","Temperate","Invierno",2.8,83,30,44,84,60,1008.9,1006,5.9,7,7,4.6,5.1,8,1,4.9
"1852","Subtropical","Invierno",0,41,11,26,67,35,1020.5,1018.1,9.9,4,6,2.2,7,14.7,0,13.7
"1853","Temperate","Invierno",2.6,61,22,31,89,74,1009.9,1009.2,8.2,7,6,2.8,3.1,10.8,1,5.9
"1854","Temperate","Otoño",0,74,33,44,63,45,1014.6,1009.1,22.6,7,6,4.8,8,26.8,0,13.6
"1855","Grassland","Primavera",0,35,20,19,36,40,1015.2,1013,26,7,7,16.6,5.1,24.9,0,5
"1856","Temperate","Verano",0,41,22,24,67,60,1020.6,1019.7,13.6,8,7,7.4,4.6,17.8,0,11.9
"1857","Temperate","Verano",0,33,7,26,90,47,1011.4,1009.5,16.6,6,3,4.6,10.2,25.2,0,16.9
"1858","Grassland","Primavera",0,37,24,11,12,10,1018.2,1012.2,17.3,0,0,12.6,11.6,25.1,0,18.2
"1859","Grassland","Otoño",4.6,37,9,13,97,56,1019.3,1015,15.9,7,2,4.4,5.2,22.4,1,9
"1860","Temperate","Otoño",0,20,9,9,89,56,1031.8,1028.9,8,7,7,1.4,2.7,15.1,0,10.2
"1861","Subtropical","Invierno",0,26,7,7,72,54,1017.6,1015.4,18.6,1,6,0.4,7.4,22.2,0,11.5
"1862","Subtropical","Otoño",0.2,57,33,33,79,81,1019.2,1017.8,21.8,8,8,2.6,2.1,22,0,2.7
"1863","Desert","Primavera",0,35,19,7,50,19,1025.1,1021.8,15.4,0,0,8,11.8,24.1,0,15.6
"1864","Temperate","Otoño",0,30,17,11,73,53,1028.5,1026.8,12.4,1,3,0.6,9.8,15.3,0,6.5
"1865","Tropical","Primavera",0,46,11,35,38,49,1021,1017.3,25.4,1,1,8.6,11.4,26.3,0,11.3
"1866","Temperate","Primavera",0,30,13,9,27,13,1026.3,1022.6,19.4,0,0,7,12.9,27.3,0,18.7
"1867","Tropical","Otoño",1.4,31,13,22,65,68,1012.9,1009.1,28.9,7,2,4.2,8.7,30.4,1,5.9
"1868","Temperate","Primavera",0,52,31,30,56,80,1014.3,1013.8,12.1,6,7,3.2,4.6,13.1,0,7.1
"1869","Tropical","Otoño",0.4,41,17,28,73,63,1008,1006,30.1,3,6,5.2,8.3,31.6,0,4.3
"1870","Temperate","Verano",0,33,13,13,22,9,1019.1,1015.5,21.1,2,1,8.2,12.2,29.7,0,18.5
"1871","Temperate","Invierno",0,19,9,11,93,57,1024.8,1023.1,7,5,6,1.2,4.4,12.6,0,9
"1872","Subtropical","Invierno",1.4,26,9,13,88,67,1024.7,1022.1,15.1,7,4,0.2,3.4,19.6,1,7.2
"1873","Temperate","Verano",3.6,39,13,13,70,47,1012.7,1013.3,14.2,7,7,2.8,10.2,19.2,1,8.7
"1874","Temperate","Primavera",2.2,43,11,19,92,75,1012,1012.7,13.7,8,8,1.8,2.4,16,1,7
"1875","Subtropical","Verano",0,31,6,11,63,64,1008.6,1005.1,31.1,3,6,8.8,12.5,32.5,0,9.8
"1876","Temperate","Primavera",2,57,28,35,85,72,1012.4,1012.6,11.1,7,7,1,4.8,12.3,1,7.8
"1877","Subtropical","Verano",0,41,11,19,54,47,1013.5,1010.3,23.6,1,1,6.6,13.7,27.4,0,13.5
"1878","Temperate","Verano",0.2,37,6,24,49,52,1024.4,1024.4,13.8,1,1,5.2,13.2,17.9,0,13.4
"1879","Subtropical","Primavera",0,61,13,28,59,38,1004.9,1001.5,21.7,1,4,3.2,5.7,27.3,0,16.4
"1880","Subtropical","Otoño",0,22,11,13,74,61,1025.4,1022.6,16.5,2,2,3,8.5,20.6,0,12.3
"1881","Temperate","Invierno",0,31,9,19,82,88,1019.9,1016.4,10.4,8,8,2.4,0,11.8,0,5.4
"1882","Subtropical","Verano",0,31,9,20,79,55,1012.5,1009.6,21.9,3,2,3.6,10.8,28.4,0,12.6
"1883","Tropical","Otoño",5.4,31,7,15,78,65,1012.2,1008.1,27.3,3,2,4.4,8.1,30.8,1,7.9
"1884","Subtropical","Otoño",0,61,28,13,61,28,1013.7,1011,27,4,4,9.8,9.7,34.5,0,13.7
"1885","Grassland","Otoño",0,52,11,13,81,27,1017.2,1013,11.7,7,6,3,1.7,21.3,0,13.7
"1886","Temperate","Otoño",1.6,46,22,24,91,94,1013.1,1009.8,17.1,8,8,4.2,0.1,17,1,2.4
"1887","Temperate","Otoño",0.2,24,13,17,95,40,1023.6,1021.3,6.3,2,5,2.2,8.3,17,0,14.1
"1888","Temperate","Verano",0,43,13,20,55,41,1020,1020.3,15.7,8,7,3.8,12.9,21.2,0,16.7
"1889","Subtropical","Invierno",0,41,26,28,71,43,1023.1,1021,8.8,6,6,3.4,6.8,13.3,0,12.2
"1890","Temperate","Primavera",2.2,33,15,15,65,56,1024.9,1024.9,11.5,8,0,3.2,4,12.8,1,5.7
"1891","Temperate","Otoño",1,46,24,11,91,95,1011.4,1008.2,14.4,8,8,6.2,0,17,0,3.9
"1892","Subtropical","Primavera",0,35,20,4,46,26,1019.4,1016,20.7,3,6,9.8,11.7,27.6,0,17.3
"1893","Subtropical","Otoño",0,39,17,19,56,38,1023.2,1020.1,12,1,6,3.4,9.7,17.8,0,12.2
"1894","Grassland","Otoño",0,20,15,7,70,30,1018,1014.5,13.6,2,7,6,9.4,21.6,0,14.1
"1895","Subtropical","Invierno",0,39,22,6,46,53,1015.1,1011.4,21.7,1,1,5.2,10.2,23.5,0,9.5
"1896","Subtropical","Otoño",12.8,26,7,9,88,68,1020.9,1018.4,21.2,7,8,3,5.5,24.6,1,7.4
"1897","Temperate","Verano",0,30,13,11,34,11,1012.7,1009.4,28.3,1,2,12,13.7,37.2,0,20.2
"1898","Subtropical","Invierno",4.2,54,19,17,90,88,1019.9,1017.7,14.4,7,7,0.4,2.3,17.6,1,6.9
"1899","Subtropical","Verano",0,43,26,17,56,37,1011.2,1007.6,26.1,7,7,35,0,31,0,6.5
"1900","Temperate","Otoño",0,57,19,22,73,61,1009.4,1005.8,14.6,7,7,4,0,18.1,0,5.9
"1901","Temperate","Primavera",0,46,31,26,46,40,1024,1022,15.2,7,3,7.6,11.9,18.8,0,7.9
"1902","Subtropical","Verano",0,37,24,7,25,12,1015.7,1011.3,30.7,0,0,9.8,12.1,38.3,0,17.5
"1903","Temperate","Primavera",0.2,37,9,26,74,46,1013.5,1009.5,16.8,6,3,2.8,9,26.2,0,14.2
"1904","Temperate","Otoño",0,28,0,9,79,31,1024.8,1021.2,10.9,0,1,4,10.3,23.6,0,17.6
"1905","Temperate","Primavera",2.4,41,24,22,78,63,1021.3,1021.9,12.6,7,7,1,2.8,13.7,1,6.7
"1906","Grassland","Invierno",0,35,17,22,49,28,1023.5,1020.3,10.8,6,7,6,8.8,17.4,0,17.7
"1907","Temperate","Invierno",3,69,15,46,87,33,1009.4,1006.7,9,6,3,2.2,7,12.2,1,9.3
"1908","Temperate","Otoño",0.2,43,7,24,80,67,1012.6,1011.5,21.3,7,8,2.6,0.7,23.6,0,4.4
"1909","Grassland","Verano",1.2,57,13,13,36,19,1010,1006,32.2,4,4,11.8,10.5,39,1,18.1
"1910","Tropical","Verano",6,35,13,28,72,57,1009.7,1006.7,27.7,7,7,4.6,6.6,30,1,7.8
"1911","Grassland","Primavera",0,43,17,20,46,30,1019.6,1014.9,16.5,1,0,6.4,11.9,22.8,0,14.9
"1912","Subtropical","Otoño",0,30,11,11,56,29,1026.1,1022,15.3,0,0,3,9.4,24,0,19.3
"1913","Subtropical","Primavera",0,24,17,6,56,41,1026.6,1023.7,12.5,2,6,3.6,9.4,17.1,0,13.2
"1914","Temperate","Verano",0,39,17,20,65,54,1013.8,1013.2,17.3,7,7,7.2,5.2,21.6,0,8.3
"1915","Tropical","Otoño",0,35,9,9,90,85,1009.9,1007.4,27.3,7,7,3.4,2.7,26.5,0,5.4
"1916","Desert","Primavera",0,63,30,35,8,2,1019.7,1015.9,23,2,7,17.8,10.6,33.8,0,21.1
"1917","Temperate","Primavera",0,50,22,30,61,20,1015.1,1017.3,13.8,7,2,4,10.2,17.6,0,7.5
"1918","Temperate","Primavera",3.2,39,15,9,85,76,1013.6,1010,14.3,3,8,2,3.8,17.2,1,13
"1919","Temperate","Otoño",0,54,19,30,81,82,1003.3,1004.3,16.5,7,8,3.6,0.9,17.3,0,4.5
"1920","Subtropical","Primavera",1.2,65,20,20,67,90,1010,1007.5,19.3,5,7,4.2,3.1,16.7,1,8.4
"1921","Subtropical","Invierno",1.4,26,7,7,59,36,1016.1,1015.6,17.9,1,1,3.2,10.1,21.8,1,9.8
"1922","Temperate","Primavera",0,33,19,20,44,26,1021.1,1018.2,12.6,1,3,3.4,10.8,18.8,0,16.3
"1923","Temperate","Invierno",0.4,57,24,24,84,53,1011.4,1010.1,9.7,7,2,1.4,6.9,13.3,0,5
"1924","Subtropical","Primavera",0,48,13,37,67,68,1016.9,1016.5,21.6,3,1,8,11.7,21.5,0,5.4
"1925","Grassland","Primavera",0.6,31,9,19,52,14,1013.3,1010.7,20.4,7,7,8.6,2.1,26.7,0,9.3
"1926","Desert","Verano",0,54,20,31,56,36,1005.6,1001.9,27,1,5,20,13,31.3,0,11.9
"1927","Tropical","Otoño",0.2,41,20,30,67,59,1014.6,1010.5,28.3,2,3,7,10.8,30.1,0,9
"1928","Subtropical","Verano",0,43,22,26,67,55,1015.6,1014.3,24.6,3,1,7.2,12.7,26.4,0,5.1
"1929","Temperate","Invierno",1.8,35,17,24,70,75,1024.7,1024.1,9.7,6,7,0.6,3,12.7,1,5
"1930","Temperate","Verano",0,50,9,19,67,42,1010,1007.2,17.9,3,2,7,13.1,23.6,0,15.4
"1931","Subtropical","Otoño",0,48,30,7,38,23,1022.9,1018.3,20.2,0,1,8.8,11.1,28.6,0,16.5
"1932","Subtropical","Invierno",0,78,19,26,51,32,1019.6,1013,13.9,1,1,3.8,10.3,21.1,0,11.8
"1933","Tropical","Otoño",0,30,6,19,57,43,1010.5,1007.1,29,4,5,6.8,9.7,33.8,0,12.9
"1934","Subtropical","Invierno",0,26,9,7,63,60,1028.2,1025.4,13.9,4,6,3.2,5.1,18.4,0,11.1
"1935","Temperate","Verano",0,41,7,22,65,39,1005.7,1006.7,23.7,0,1,8,13.1,29.2,0,15
"1936","Subtropical","Otoño",0,37,19,22,31,12,1016.1,1014,24.3,1,1,10,11.6,33.9,0,20.3
"1937","Subtropical","Primavera",29,52,15,26,70,47,1014.6,1010.7,25.6,5,4,10.8,8.8,31.3,1,12.4
"1938","Subtropical","Otoño",17.8,48,11,26,87,57,1013.9,1011.7,17.7,3,3,2.8,9.5,21.6,1,8.8
"1939","Subtropical","Otoño",0,37,13,13,45,27,1025.7,1022.1,18.2,0,0,5.6,10.1,25.2,0,15.7
"1940","Temperate","Primavera",3.4,43,17,20,96,64,1017,1016.7,10.1,7,7,2.2,0.2,12.6,1,4.8
"1941","Tropical","Otoño",2.8,30,11,19,66,61,1013.6,1010.6,27.1,1,1,6.4,11.2,29.2,1,7.2
"1942","Subtropical","Verano",0,44,11,26,69,64,1012.9,1010.5,25.8,2,1,4.6,12.8,27.6,0,7.6
"1943","Tropical","Otoño",0,37,13,22,68,57,1015.6,1013.5,23.5,7,7,4,0.2,24.7,0,6.3
"1944","Subtropical","Verano",0,56,6,6,52,46,1009.1,1004,25.4,7,7,10,4.1,29.2,0,10.5
"1945","Subtropical","Verano",8,50,33,28,91,65,1014.7,1013.9,18,8,8,5.6,0,20.8,1,4.2
"1946","Subtropical","Otoño",2.2,28,7,15,74,61,1019.8,1016.8,25.6,3,3,0,9.5,27.4,1,9
"1947","Temperate","Otoño",2.2,24,13,7,73,40,1014.9,1012,14.1,1,1,5.8,10.9,22.7,1,14.5
"1948","Subtropical","Invierno",0,41,13,28,49,17,1019,1014.9,12.7,1,3,2,9.2,22.7,0,18.4
"1949","Tropical","Invierno",0,41,22,24,59,43,1014.6,1010.4,25.4,4,7,7,7.8,30.7,0,9.8
"1950","Grassland","Invierno",0.8,20,6,6,82,48,1025.2,1022,12.6,1,2,0.6,8.8,19.5,0,12.7
"1951","Temperate","Otoño",5.4,41,30,26,78,56,1021.5,1020.8,10,2,3,2.6,7.3,14.5,1,8.5
"1952","Subtropical","Primavera",0,31,15,19,53,43,1025.3,1021.5,16.6,1,0,4.8,11.5,22.9,0,15.7
"1953","Temperate","Otoño",0,30,7,13,84,57,1024.7,1022,11.3,2,3,0.6,7.3,16.3,0,11.4
"1954","Subtropical","Invierno",0,39,4,13,36,32,1017.9,1015.9,17.2,0,1,6.2,9.9,20.6,0,13.5
